DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume
2013-03-07,SCOM,Safaricom Plc,23.5,33.5,5.8,6.0,5.95,5.9,0.05,8.5e-05,23025600.0
2013-03-08,SCOM,Safaricom Plc,23.5,33.5,5.9,6.1,5.95,5.95,0.0,0.0,2754800.0
2013-03-11,SCOM,Safaricom Plc,23.5,33.5,6.0,6.5,6.15,5.95,0.2,0.000336,10036900.0
2013-03-12,SCOM,Safaricom Plc,23.5,33.5,6.15,6.35,6.25,6.15,0.1,0.00016299999999999998,24593400.0
2013-03-13,SCOM,Safaricom Plc,23.5,33.5,6.25,6.35,6.25,6.25,0.0,0.0,11529800.0
2013-03-14,SCOM,Safaricom Plc,23.5,33.5,6.25,6.4,6.3,6.25,0.05,8e-05,28085600.0
2013-03-15,SCOM,Safaricom Plc,23.5,33.5,5.9,6.35,6.1,6.3,-0.2,0.000317,3011000.0
2013-03-18,SCOM,Safaricom Plc,23.5,33.5,5.8,6.1,5.95,6.1,-0.15,0.000246,18572900.0
2013-03-19,SCOM,Safaricom Plc,23.5,33.5,5.9,6.0,5.95,5.95,0.0,0.0,6547600.0
2013-03-20,SCOM,Safaricom Plc,23.5,33.5,5.85,6.0,5.95,5.95,0.0,0.0,10668300.0
2013-03-21,SCOM,Safaricom Plc,23.5,33.5,5.8,6.0,5.8,5.95,-0.15,0.000252,2946800.0
2013-03-22,SCOM,Safaricom Plc,23.5,33.5,5.8,5.9,5.8,5.8,0.0,0.0,3059700.0
2013-03-25,SCOM,Safaricom Plc,23.5,33.5,5.75,5.95,5.8,5.8,0.0,0.0,17116300.0
2013-03-26,SCOM,Safaricom Plc,23.5,33.5,5.6,5.85,5.8,5.8,0.0,0.0,1713500.0
2013-03-27,SCOM,Safaricom Plc,23.5,33.5,5.8,6.0,5.95,5.8,0.15,0.000259,9062600.0
2013-03-28,SCOM,Safaricom Plc,23.5,33.5,5.95,6.2,6.0,5.95,0.05,8.4e-05,6930800.0
2013-04-02,SCOM,Safaricom Plc,23.5,33.5,6.0,6.5,6.0,6.0,0.0,0.0,54838600.0
2013-04-03,SCOM,Safaricom Plc,23.5,33.5,6.05,6.25,6.15,6.0,0.15,0.00025,2484300.0
2013-04-04,SCOM,Safaricom Plc,23.5,33.5,6.15,6.4,6.25,6.15,0.1,0.00016299999999999998,11263400.0
2013-04-05,SCOM,Safaricom Plc,23.5,33.5,6.25,6.4,6.3,6.25,0.05,8e-05,8918200.0
2013-04-08,SCOM,Safaricom Plc,23.5,33.5,6.3,6.4,6.35,6.3,0.05,7.900000000000001e-05,2149600.0
2013-04-10,SCOM,Safaricom Plc,23.5,33.5,6.35,6.6,6.4,6.35,0.05,7.900000000000001e-05,30856700.0
2013-04-11,SCOM,Safaricom Plc,23.5,33.5,6.5,6.6,6.5,6.4,0.1,0.000156,9590300.0
2013-04-12,SCOM,Safaricom Plc,23.5,33.5,6.3,6.55,6.5,6.5,0.0,0.0,11991200.0
2013-04-15,SCOM,Safaricom Plc,23.5,33.5,6.35,6.5,6.4,6.5,-0.1,0.000154,5659000.0
2013-04-16,SCOM,Safaricom Plc,23.5,33.5,6.3,6.5,6.4,6.4,0.0,0.0,13530200.0
2013-04-17,SCOM,Safaricom Plc,23.5,33.5,6.45,6.6,6.45,6.4,0.05,7.8e-05,35563100.0
2013-04-18,SCOM,Safaricom Plc,23.5,33.5,6.55,6.65,6.55,6.45,0.1,0.000155,34860500.0
2013-04-19,SCOM,Safaricom Plc,23.5,33.5,6.55,6.65,6.6,6.55,0.05,7.6e-05,15999800.0
2013-04-22,SCOM,Safaricom Plc,23.5,33.5,6.55,6.65,6.6,6.6,0.0,0.0,15178100.0
2013-04-23,SCOM,Safaricom Plc,23.5,33.5,6.6,6.7,6.6,6.6,0.0,0.0,13175600.0
2013-04-24,SCOM,Safaricom Plc,23.5,33.5,6.6,6.7,6.6,6.6,0.0,0.0,14366000.0
2013-04-25,SCOM,Safaricom Plc,23.5,33.5,6.6,6.7,6.6,6.6,0.0,0.0,6617000.0
2013-04-26,SCOM,Safaricom Plc,23.5,33.5,6.6,6.7,6.65,6.6,0.05,7.6e-05,8185200.0
2013-04-29,SCOM,Safaricom Plc,23.5,33.5,6.65,6.75,6.7,6.65,0.05,7.5e-05,4580400.0
2013-04-30,SCOM,Safaricom Plc,23.5,33.5,6.7,6.95,6.8,6.7,0.1,0.000149,11280000.0
2013-05-02,SCOM,Safaricom Plc,23.5,33.5,6.85,7.1,7.0,6.8,0.2,0.000294,22634500.0
2013-05-03,SCOM,Safaricom Plc,23.5,33.5,7.0,7.2,7.05,7.0,0.05,7.0999999999999e-05,30743900.0
2013-05-06,SCOM,Safaricom Plc,23.5,33.5,7.05,7.15,7.05,7.05,0.0,0.0,32800900.0
2013-05-07,SCOM,Safaricom Plc,23.5,33.5,7.1,7.2,7.1,7.05,0.05,7.0999999999999e-05,21732600.0
2013-05-08,SCOM,Safaricom Plc,23.5,33.5,7.15,7.4,7.2,7.1,0.1,0.00014099999999999998,29998500.0
2013-05-09,SCOM,Safaricom Plc,23.5,33.5,7.1,7.25,7.15,7.2,-0.05,6.9e-05,30263100.0
2013-05-10,SCOM,Safaricom Plc,23.5,33.5,6.8,7.15,6.95,7.15,-0.2,0.000279999999999999,2125900.0
2013-05-13,SCOM,Safaricom Plc,23.5,33.5,6.8,7.0,6.9,6.95,-0.05,7.2e-05,4881400.0
2013-05-14,SCOM,Safaricom Plc,23.5,33.5,6.95,7.2,7.1,6.9,0.2,0.000289999999999999,10310100.0
2013-05-15,SCOM,Safaricom Plc,23.5,33.5,7.15,7.55,7.35,7.1,0.25,0.00035200000000000005,60050800.0
2013-05-16,SCOM,Safaricom Plc,23.5,33.5,7.2,7.3,7.25,7.35,-0.1,0.000136,8847200.0
2013-05-17,SCOM,Safaricom Plc,23.5,33.5,7.1,7.25,7.15,7.25,-0.1,0.000138,6265100.0
2013-05-20,SCOM,Safaricom Plc,23.5,33.5,7.0,7.15,7.0,7.15,-0.15,0.00021,1833500.0
2013-05-21,SCOM,Safaricom Plc,23.5,33.5,7.0,7.2,7.05,7.0,0.05,7.0999999999999e-05,14333600.0
2013-05-22,SCOM,Safaricom Plc,23.5,33.5,7.05,7.2,7.1,7.05,0.05,7.0999999999999e-05,23904800.0
2013-05-23,SCOM,Safaricom Plc,23.5,33.5,7.0,7.1,7.05,7.1,-0.05,6.9999999999999e-05,10233900.0
2013-05-24,SCOM,Safaricom Plc,23.5,33.5,6.9,7.1,7.0,7.05,-0.05,7.0999999999999e-05,5192600.0
2013-05-27,SCOM,Safaricom Plc,23.5,33.5,6.65,7.05,6.95,7.0,-0.05,7.0999999999999e-05,4150600.0
2013-05-28,SCOM,Safaricom Plc,23.5,33.5,7.0,7.15,7.05,6.95,0.1,0.000144,5789000.0
2013-05-29,SCOM,Safaricom Plc,23.5,33.5,7.05,7.25,7.15,7.05,0.1,0.000141999999999999,9113400.0
2013-05-30,SCOM,Safaricom Plc,23.5,33.5,7.15,7.3,7.25,7.15,0.1,0.00013999999999999898,17700000.0
2013-05-31,SCOM,Safaricom Plc,23.5,33.5,7.2,7.3,7.25,7.25,0.0,0.0,33111600.0
2013-06-03,SCOM,Safaricom Plc,23.5,33.5,7.15,7.25,7.15,7.25,-0.1,0.000138,34153300.0
2013-06-04,SCOM,Safaricom Plc,23.5,33.5,7.05,7.2,7.1,7.15,-0.05,6.9999999999999e-05,70200100.0
2013-06-05,SCOM,Safaricom Plc,23.5,33.5,7.05,7.2,7.1,7.1,0.0,0.0,72389500.0
2013-06-06,SCOM,Safaricom Plc,23.5,33.5,7.1,7.25,7.15,7.1,0.05,6.9999999999999e-05,8186500.0
2013-06-07,SCOM,Safaricom Plc,23.5,33.5,7.2,7.25,7.2,7.15,0.05,6.9999999999999e-05,4136800.0
2013-06-10,SCOM,Safaricom Plc,23.5,33.5,7.2,7.35,7.25,7.2,0.05,6.9e-05,5526600.0
2013-06-11,SCOM,Safaricom Plc,23.5,33.5,7.25,7.45,7.35,7.25,0.1,0.000138,16513600.0
2013-06-12,SCOM,Safaricom Plc,23.5,33.5,7.3,7.45,7.35,7.35,0.0,0.0,7464100.0
2013-06-13,SCOM,Safaricom Plc,23.5,33.5,7.2,7.4,7.3,7.35,-0.05,6.8e-05,26270100.0
2013-06-14,SCOM,Safaricom Plc,23.5,33.5,6.6,7.2,7.0,7.3,-0.3,0.00041099999999999996,12910000.0
2013-06-17,SCOM,Safaricom Plc,23.5,33.5,6.5,7.0,6.7,7.0,-0.3,0.000429,24969900.0
2013-06-18,SCOM,Safaricom Plc,23.5,33.5,6.8,7.0,6.9,6.7,0.2,0.000299,2245300.0
2013-06-19,SCOM,Safaricom Plc,23.5,33.5,6.9,7.0,6.9,6.9,0.0,0.0,58646200.0
2013-06-20,SCOM,Safaricom Plc,23.5,33.5,6.7,6.95,6.9,6.9,0.0,0.0,55244500.0
2013-06-21,SCOM,Safaricom Plc,23.5,33.5,6.7,6.85,6.75,6.9,-0.15,0.00021700000000000002,19157800.0
2013-06-24,SCOM,Safaricom Plc,23.5,33.5,6.65,6.75,6.7,6.75,-0.05,7.400000000000001e-05,2140500.0
2013-06-25,SCOM,Safaricom Plc,23.5,33.5,6.65,6.8,6.7,6.7,0.0,0.0,16332200.0
2013-06-26,SCOM,Safaricom Plc,23.5,33.5,6.6,6.75,6.65,6.7,-0.05,7.5e-05,3010800.0
2013-06-27,SCOM,Safaricom Plc,23.5,33.5,6.45,6.65,6.5,6.65,-0.15,0.000226,28678600.0
2013-06-28,SCOM,Safaricom Plc,23.5,33.5,6.45,6.65,6.55,6.5,0.05,7.7e-05,3531900.0
2013-07-01,SCOM,Safaricom Plc,23.5,33.5,6.35,6.6,6.4,6.55,-0.15,0.000229,8276300.0
2013-07-02,SCOM,Safaricom Plc,23.5,33.5,6.15,6.5,6.4,6.4,0.0,0.0,26428700.0
2013-07-03,SCOM,Safaricom Plc,23.5,33.5,6.25,6.5,6.3,6.4,-0.1,0.000156,23658600.0
2013-07-04,SCOM,Safaricom Plc,23.5,33.5,6.3,6.6,6.45,6.3,0.15,0.000237999999999999,7167600.0
2013-07-05,SCOM,Safaricom Plc,23.5,33.5,6.45,6.85,6.75,6.45,0.3,0.00046499999999999997,14025200.0
2013-07-08,SCOM,Safaricom Plc,23.5,33.5,6.55,6.8,6.7,6.75,-0.05,7.400000000000001e-05,33748600.0
2013-07-09,SCOM,Safaricom Plc,23.5,33.5,6.6,6.75,6.65,6.7,-0.05,7.5e-05,7487100.0
2013-07-10,SCOM,Safaricom Plc,23.5,33.5,6.65,6.85,6.75,6.65,0.1,0.00015,20353400.0
2013-07-11,SCOM,Safaricom Plc,23.5,33.5,6.75,7.0,6.9,6.75,0.15,0.000222,1566900.0
2013-07-12,SCOM,Safaricom Plc,23.5,33.5,6.9,7.15,7.05,6.9,0.15,0.00021700000000000002,37894500.0
2013-07-15,SCOM,Safaricom Plc,23.5,33.5,7.1,7.5,7.3,7.05,0.25,0.00035499999999999996,13519500.0
2013-07-16,SCOM,Safaricom Plc,23.5,33.5,7.3,7.5,7.4,7.3,0.1,0.000137,7010600.0
2013-07-17,SCOM,Safaricom Plc,23.5,33.5,7.2,7.55,7.35,7.4,-0.05,6.8e-05,38638900.0
2013-07-18,SCOM,Safaricom Plc,23.5,33.5,7.2,7.45,7.3,7.35,-0.05,6.8e-05,15681700.0
2013-07-19,SCOM,Safaricom Plc,23.5,33.5,7.2,7.35,7.25,7.3,-0.05,6.8e-05,4642900.0
2013-07-22,SCOM,Safaricom Plc,23.5,33.5,7.0,7.3,7.1,7.25,-0.15,0.000207,6956800.0
2013-07-23,SCOM,Safaricom Plc,23.5,33.5,7.0,7.1,7.0,7.1,-0.1,0.00014099999999999998,21684300.0
2013-07-24,SCOM,Safaricom Plc,23.5,33.5,7.0,7.2,7.05,7.0,0.05,7.0999999999999e-05,5058800.0
2013-07-25,SCOM,Safaricom Plc,23.5,33.5,7.05,7.2,7.05,7.05,0.0,0.0,12045400.0
2013-07-26,SCOM,Safaricom Plc,23.5,33.5,7.05,7.3,7.15,7.05,0.1,0.000141999999999999,1336400.0
2013-07-29,SCOM,Safaricom Plc,23.5,33.5,7.15,7.3,7.15,7.15,0.0,0.0,10206100.0
2013-07-30,SCOM,Safaricom Plc,23.5,33.5,7.15,7.35,7.25,7.15,0.1,0.00013999999999999898,12127500.0
2013-07-31,SCOM,Safaricom Plc,23.5,33.5,7.2,7.35,7.25,7.25,0.0,0.0,13754500.0
2013-08-01,SCOM,Safaricom Plc,23.5,33.5,7.2,7.3,7.25,7.25,0.0,0.0,8039200.0
2013-08-02,SCOM,Safaricom Plc,23.5,33.5,7.25,7.35,7.25,7.25,0.0,0.0,9789000.0
2013-08-05,SCOM,Safaricom Plc,23.5,33.5,7.1,7.35,7.3,7.25,0.05,6.9e-05,11565200.0
2013-08-06,SCOM,Safaricom Plc,23.5,33.5,7.3,7.35,7.3,7.3,0.0,0.0,1813700.0
2013-08-07,SCOM,Safaricom Plc,23.5,33.5,7.3,7.5,7.4,7.3,0.1,0.000137,4234600.0
2013-08-08,SCOM,Safaricom Plc,23.5,33.5,7.4,8.0,7.7,7.4,0.3,0.00040500000000000003,13817300.0
2013-08-12,SCOM,Safaricom Plc,23.5,33.5,7.5,8.0,7.85,7.7,0.15,0.000195,9460300.0
2013-08-13,SCOM,Safaricom Plc,23.5,33.5,7.65,7.75,7.65,7.85,-0.2,0.00025499999999999996,3467600.0
2013-08-14,SCOM,Safaricom Plc,23.5,33.5,7.65,7.85,7.75,7.65,0.1,0.000131,21897500.0
2013-08-15,SCOM,Safaricom Plc,23.5,33.5,7.7,8.0,7.9,7.75,0.15,0.000194,16757700.0
2013-08-16,SCOM,Safaricom Plc,23.5,33.5,7.9,8.15,8.05,7.9,0.15,0.00018999999999999998,23901900.0
2013-08-19,SCOM,Safaricom Plc,23.5,33.5,8.0,8.25,8.15,8.05,0.1,0.000124,22200600.0
2013-08-20,SCOM,Safaricom Plc,23.5,33.5,8.15,8.25,8.2,8.15,0.05,6.0999999999998996e-05,9694100.0
2013-08-21,SCOM,Safaricom Plc,23.5,33.5,8.0,8.2,8.05,8.2,-0.15,0.000183,11974700.0
2013-08-22,SCOM,Safaricom Plc,23.5,33.5,7.85,8.05,7.95,8.05,-0.1,0.000124,5167200.0
2013-08-23,SCOM,Safaricom Plc,23.5,33.5,7.85,7.95,7.9,7.95,-0.05,6.3e-05,3248800.0
2013-08-26,SCOM,Safaricom Plc,23.5,33.5,7.9,8.0,7.9,7.9,0.0,0.0,17776900.0
2013-08-27,SCOM,Safaricom Plc,23.5,33.5,7.65,7.95,7.75,7.9,-0.15,0.00018999999999999998,9072900.0
2013-08-28,SCOM,Safaricom Plc,23.5,33.5,7.45,7.75,7.5,7.75,-0.25,0.00032300000000000004,28182000.0
2013-08-29,SCOM,Safaricom Plc,23.5,33.5,7.45,7.8,7.65,7.5,0.15,0.0002,113855500.0
2013-08-30,SCOM,Safaricom Plc,23.5,33.5,7.6,7.8,7.65,7.65,0.0,0.0,14218600.0
2013-09-02,SCOM,Safaricom Plc,23.5,33.5,7.6,7.8,7.65,7.65,0.0,0.0,1303400.0
2013-09-03,SCOM,Safaricom Plc,23.5,33.5,7.7,7.85,7.75,7.65,0.1,0.000131,2801000.0
2013-09-04,SCOM,Safaricom Plc,23.5,33.5,7.7,7.85,7.8,7.75,0.05,6.5e-05,12535100.0
2013-09-05,SCOM,Safaricom Plc,23.5,33.5,7.75,7.9,7.85,7.8,0.05,6.4e-05,4949900.0
2013-09-06,SCOM,Safaricom Plc,23.5,33.5,7.75,7.9,7.85,7.85,0.0,0.0,36501600.0
2013-09-09,SCOM,Safaricom Plc,23.5,33.5,7.8,8.25,8.05,7.85,0.2,0.00025499999999999996,11180800.0
2013-09-10,SCOM,Safaricom Plc,23.5,33.5,8.05,8.15,8.05,8.05,0.0,0.0,7021400.0
2013-09-11,SCOM,Safaricom Plc,23.5,33.5,8.05,8.15,8.05,8.05,0.0,0.0,15396700.0
2013-09-12,SCOM,Safaricom Plc,23.5,33.5,8.05,8.15,8.05,8.05,0.0,0.0,14291500.0
2013-09-13,SCOM,Safaricom Plc,23.5,33.5,7.8,8.1,8.0,8.05,-0.05,6.2e-05,13662100.0
2013-09-16,SCOM,Safaricom Plc,23.5,33.5,8.05,8.15,8.1,8.0,0.1,0.000125,13316300.0
2013-09-17,SCOM,Safaricom Plc,23.5,33.5,8.1,8.25,8.15,8.1,0.05,6.2e-05,21742500.0
2013-09-18,SCOM,Safaricom Plc,23.5,33.5,8.2,8.3,8.2,8.15,0.05,6.0999999999998996e-05,7846100.0
2013-09-19,SCOM,Safaricom Plc,23.5,33.5,8.2,8.5,8.35,8.2,0.15,0.000183,6370100.0
2013-09-20,SCOM,Safaricom Plc,23.5,33.5,8.35,8.7,8.5,8.35,0.15,0.00017999999999999998,16935100.0
2013-09-23,SCOM,Safaricom Plc,23.5,33.5,8.2,8.5,8.3,8.5,-0.2,0.000235,9325300.0
2013-09-24,SCOM,Safaricom Plc,23.5,33.5,8.2,8.35,8.25,8.3,-0.05,6e-05,31587500.0
2013-09-25,SCOM,Safaricom Plc,23.5,33.5,8.3,8.45,8.35,8.25,0.1,0.000121,29896700.0
2013-09-26,SCOM,Safaricom Plc,23.5,33.5,8.3,8.5,8.35,8.35,0.0,0.0,8202100.0
2013-09-27,SCOM,Safaricom Plc,23.5,33.5,8.25,8.4,8.3,8.35,-0.05,6e-05,7266800.0
2013-09-30,SCOM,Safaricom Plc,23.5,33.5,8.25,8.7,8.5,8.3,0.2,0.000241,7222700.0
2013-10-02,SCOM,Safaricom Plc,23.5,33.5,8.55,8.95,8.75,8.5,0.25,0.000294,14190800.0
2013-10-03,SCOM,Safaricom Plc,23.5,33.5,8.7,9.0,8.9,8.75,0.15,0.000171,16366000.0
2013-10-04,SCOM,Safaricom Plc,23.5,33.5,8.9,8.95,8.9,8.9,0.0,0.0,15068000.0
2013-10-07,SCOM,Safaricom Plc,23.5,33.5,8.9,9.25,9.1,8.9,0.2,0.000225,28539600.0
2013-10-08,SCOM,Safaricom Plc,23.5,33.5,9.2,9.5,9.4,9.1,0.3,0.00033,28031700.0
2013-10-09,SCOM,Safaricom Plc,23.5,33.5,9.1,9.4,9.1,9.4,-0.3,0.000319,25058600.0
2013-10-10,SCOM,Safaricom Plc,23.5,33.5,8.8,9.15,9.0,9.1,-0.1,0.00010999999999999999,39745300.0
2013-10-11,SCOM,Safaricom Plc,23.5,33.5,8.95,9.1,9.0,9.0,0.0,0.0,62118500.0
2013-10-14,SCOM,Safaricom Plc,23.5,33.5,9.0,9.25,9.05,9.0,0.05,5.6e-05,26199600.0
2013-10-15,SCOM,Safaricom Plc,23.5,33.5,9.1,9.2,9.15,9.05,0.1,0.00010999999999999999,25164800.0
2013-10-16,SCOM,Safaricom Plc,23.5,33.5,9.1,9.25,9.15,9.15,0.0,0.0,15945400.0
2013-10-17,SCOM,Safaricom Plc,23.5,33.5,9.05,9.2,9.1,9.15,-0.05,5.4999999999999995e-05,4018200.0
2013-10-18,SCOM,Safaricom Plc,23.5,33.5,9.05,9.15,9.05,9.1,-0.05,5.4999999999999995e-05,21021100.0
2013-10-22,SCOM,Safaricom Plc,23.5,33.5,8.85,9.15,8.95,9.05,-0.1,0.00010999999999999999,3797400.0
2013-10-23,SCOM,Safaricom Plc,23.5,33.5,8.2,9.1,9.0,8.95,0.05,5.6e-05,45102200.0
2013-10-24,SCOM,Safaricom Plc,23.5,33.5,8.8,9.1,9.0,9.0,0.0,0.0,36331700.0
2013-10-25,SCOM,Safaricom Plc,23.5,33.5,8.9,9.05,9.0,9.0,0.0,0.0,10873700.0
2013-10-28,SCOM,Safaricom Plc,23.5,33.5,8.95,9.1,9.0,9.0,0.0,0.0,2188200.0
2013-10-30,SCOM,Safaricom Plc,23.5,33.5,9.05,9.4,9.25,9.0,0.25,0.000278,18021100.0
2013-10-31,SCOM,Safaricom Plc,23.5,33.5,9.25,9.7,9.45,9.25,0.2,0.00021600000000000002,15883600.0
2013-11-01,SCOM,Safaricom Plc,23.5,33.5,9.5,9.7,9.55,9.45,0.1,0.000106,3385100.0
2013-11-04,SCOM,Safaricom Plc,23.5,33.5,9.5,9.9,9.7,9.55,0.15,0.000157,15069100.0
2013-11-05,SCOM,Safaricom Plc,23.5,33.5,9.3,9.8,9.65,9.7,-0.05,5.2e-05,16228500.0
2013-11-06,SCOM,Safaricom Plc,23.5,33.5,9.45,10.2,9.7,9.65,0.05,5.2e-05,42027500.0
2013-11-07,SCOM,Safaricom Plc,23.5,33.5,9.45,9.95,9.85,9.7,0.15,0.000155,23779100.0
2013-11-08,SCOM,Safaricom Plc,23.5,33.5,9.6,9.95,9.75,9.85,-0.1,0.00010200000000000001,13603000.0
2013-11-11,SCOM,Safaricom Plc,23.5,33.5,9.5,9.9,9.8,9.75,0.05,5.1000000000000006e-05,7118600.0
2013-11-12,SCOM,Safaricom Plc,23.5,33.5,9.75,9.9,9.8,9.8,0.0,0.0,9921600.0
2013-11-13,SCOM,Safaricom Plc,23.5,33.5,9.75,10.0,9.8,9.8,0.0,0.0,5726800.0
2013-11-14,SCOM,Safaricom Plc,23.5,33.5,9.8,9.95,9.85,9.8,0.05,5.1000000000000006e-05,16212800.0
2013-11-15,SCOM,Safaricom Plc,23.5,33.5,9.8,9.95,9.85,9.85,0.0,0.0,8734200.0
2013-11-18,SCOM,Safaricom Plc,23.5,33.5,9.85,10.0,9.9,9.85,0.05,5.1000000000000006e-05,6523800.0
2013-11-19,SCOM,Safaricom Plc,23.5,33.5,9.85,10.1,9.95,9.9,0.05,5.1000000000000006e-05,8028500.0
2013-11-20,SCOM,Safaricom Plc,23.5,33.5,9.95,10.3,10.05,9.95,0.1,0.000101,6695300.0
2013-11-21,SCOM,Safaricom Plc,23.5,33.5,10.2,10.75,10.6,10.05,0.55,0.000547,22969200.0
2013-11-22,SCOM,Safaricom Plc,23.5,33.5,10.6,10.9,10.75,10.6,0.15,0.000141999999999999,33610800.0
